,Unnamed: 0,instNum,instName,city,s\bagrut- list of schools.xlsx,es\main list - highschool.xlsx,all_files\school - bagrut.xlsx,list from students report.xlsx,nts/all_files\schools_utm.xlsx, list from school - money.xlsx
1291,1291,472555.0,"אמי""ת מנורת המאור פ""ת",פתח תקווה,True,True,True,True,True,True
1292,1292,473017.0,אולפנת טהר,יד בנימין,True,True,True,True,True,True
1293,1293,473991.0,ארפאד,טייבה,True,False,False,True,False,False
1294,1294,474460.0,רון ארד,רחובות,True,True,False,True,True,True
1295,1295,475848.0,עלה,בני ברק,True,False,False,False,True,False
1296,1296,476325.0,"בי""ס בינלאומי למזרח ים תיכון",רמת השרון,True,True,False,True,True,True
1297,1297,476549.0,בית ספר תיכון רוואד,ירושלים,True,True,False,True,True,True
1298,1298,476796.0,אליה,ביתר עילית,True,True,False,True,True,True
1299,1299,476903.0,ישיבת מתיבתא,בית שמש,True,True,True,True,True,True
1300,1300,477091.0,ישיבת בית אשר,ירושלים,True,True,False,True,True,True
1301,1301,477166.0,"מקיף אלמג'ד ע""ש השיח",שגב-שלום,True,True,True,True,True,True
1302,1302,477901.0,מקיף בית חנינה לבנות,ירושלים,True,True,False,True,True,True
1303,1303,478016.0,רב תחומי עמל טייבה,טייבה,True,True,True,True,True,True
1304,1304,478768.0,תורת אמך,בית שמש,True,True,False,True,True,True
1305,1305,478784.0,בדרך אימותינו,ביתר עילית,True,True,False,True,True,True
1306,1306,478875.0,סמינר לפידות,ירושלים,True,True,True,True,True,True
1307,1307,479055.0,סטודיו אנקורי,תל אביב - יפו,True,False,False,True,True,True
1308,1308,479428.0,"חט""ב עתיד",כפר יונה,True,False,False,False,False,False
1309,1309,480004.0,שפרירים א,גבעת חיים (איחוד),True,False,False,True,True,False
1310,1310,480012.0,"אמי""ת כפר בתיה",רעננה,True,True,True,True,True,True
1311,1311,480020.0,"אמי""ת פתח-תקוה",פתח תקווה,True,True,True,True,True,True
1312,1312,480038.0,גן ונוף,פתח תקווה,True,True,True,True,True,True
1313,1313,480046.0,קרית חינוך בן גוריון,מדרשת רופין,True,True,True,True,True,True
1314,1314,480061.0,חקלאי עיינות,עיינות,True,True,True,True,True,True
1315,1315,480087.0,חקלאי נחלת יהודה,ראשון לציון,True,True,True,True,True,True
1316,1316,480095.0,מקיף דרומי חדש,סתריה,True,True,True,True,True,True
1317,1317,480103.0,"חט""ב אילן רמון",כפר סבא,True,False,False,False,False,False
1318,1318,480129.0,בן-יקיר,"כפר הרא""ה",True,True,True,True,True,True
1319,1319,480145.0,חקלאי בן שמן,בן שמן (כפר נוער),True,True,True,True,True,True
1320,1320,480178.0,"מקיף ע""ש ז'בוטינסקי",באר יעקב,True,True,True,True,True,True
1321,1321,480194.0,"מקיף י""ג",ראשון לציון,True,True,False,False,True,True
1322,1322,482034.0,שירת הלב,כפר יעבץ,True,False,False,True,True,False
1323,1323,482059.0,"בי""ס תיכון אורנית",אורנית,True,True,False,True,True,True
1324,1324,482125.0,שש שנתי שיבולים,נס ציונה,True,True,False,True,True,True
1325,1325,482166.0,אולפנה תורנית,ברכה,True,True,False,False,True,True
1326,1326,482257.0,שש-שנתי תיכון גבעת שמואל,גבעת שמואל,True,True,False,False,True,True
1327,1327,482265.0,חטיבה 3,ברוכין,True,True,False,False,False,True
1328,1328,482307.0,"תיכון חב""ד בנות",רחובות,True,True,False,True,True,True
1329,1329,482356.0,השקמים,הוד השרון,True,False,False,False,False,False
1330,1330,482398.0,"חנ""מ",רמלה,True,False,False,False,True,False
1331,1331,482414.0,חיים גורי,נתניה,True,False,False,False,False,False
1332,1332,482430.0,עלי זהב,עלי זהב,True,False,False,False,False,False
1333,1333,482489.0,"ממ""ד עמנואל",לוד,True,False,False,False,True,False
1334,1334,484006.0,תיכון חורב רעננה,רעננה,True,True,True,True,True,True
1335,1335,490037.0,עירוני משה שרת,נתניה,True,True,True,True,True,True
1336,1336,490052.0,"עירוני ע""ש בן גוריון",פתח תקווה,True,True,True,True,True,True
1337,1337,499590.0,באר החיים,מודיעין עילית,True,True,False,True,True,True
1338,1338,499624.0,"עכו מח""ט )מרכז חינוך",עכו,True,True,True,True,True,True
1339,1339,499681.0,"תיכון ע""ש גולדה",נס ציונה,True,True,True,True,True,True
1340,1340,499699.0,תיכון דמוקרטי ק.אונו,קרית אונו,True,True,True,True,True,True
1341,1341,499756.0,חמדת התורה,בית שמש,True,False,False,True,True,False
1342,1342,499772.0,מוהרן,בני ברק,True,True,False,True,True,True
1343,1343,499806.0,נחלת ישראל,מגדל העמק,True,True,True,True,True,True
1344,1344,499814.0,תפארת ברוך,ירושלים,True,True,False,True,True,True
1345,1345,499848.0,תפארת חיה,קרית גת,True,True,True,True,True,True
1346,1346,499863.0,קול יעקב,נתיבות,True,True,False,True,True,True
1347,1347,499939.0,לומדי אברהם,ביתר עילית,True,True,False,True,True,True
1348,1348,499988.0,ישיבת ברסלב לצעירים-,מודיעין עילית,True,True,False,True,True,True
1349,1349,503631.0,מרכז רפואי רעות,תל אביב - יפו,True,False,False,False,True,False
1350,1350,508093.0,ברנקו וייס אור יהודה,אור יהודה,True,True,True,True,True,True
1351,1351,508101.0,אור מנחם,אור יהודה,True,True,True,True,True,True
1352,1352,508275.0,תבונה ודעת,קרית גת,True,True,False,True,True,True
1353,1353,508283.0,בית ספר תיכון מדל אי,ירושלים,True,True,False,False,True,True
1354,1354,508424.0,אולפנת הללי לאמנות,בית רבן,True,True,True,True,True,True
1355,1355,510008.0,בית אקשטיין אור יהוד,אור יהודה,True,False,False,True,True,False
1356,1356,512491.0,בנימין רוטמן כדורי,כדורי,True,False,False,True,True,False
1357,1357,515486.0,שתילים רכים,בני ברק,True,False,False,False,True,False
1358,1358,515502.0,"תיכונ""ט ע""ש אלתרמן",תל אביב - יפו,True,True,True,True,True,True
1359,1359,518043.0,טביטה הכנסיה הסקוטית,תל אביב - יפו,True,False,False,True,True,True
1360,1360,519090.0,מחט ערערה בנגב,ערערה-בנגב,True,True,False,True,True,True
1361,1361,519108.0,"מח""ט עמל רמלה",רמלה,True,True,True,True,True,True
1362,1362,519116.0,עמל זיו רחובות,רחובות,True,True,False,True,True,True
1363,1363,519124.0,עמל תנופה דימונה,דימונה,True,True,False,True,True,True
1364,1364,519223.0,זיו אור,כרמיאל,True,True,True,True,True,True
1365,1365,519314.0,"מח""ט עמל רהט",רהט,True,True,False,True,True,True
1366,1366,519363.0,עתיד ירכא,ירכא,True,True,False,True,True,True
1367,1367,519405.0,ישיבת דרכי דוד,בני ברק,True,True,False,True,True,True
1368,1368,519546.0,ישיבת בית שלמה,יבנאל,True,True,False,True,True,True
1369,1369,519579.0,ישיבה לצעירים מאור י,רכסים,True,True,False,True,True,True
1370,1370,519595.0,ישיבת מאורות התורה,אשדוד,True,True,False,True,True,True
1371,1371,519603.0,ישיבת ארחות משה,בית שמש,True,True,False,True,True,True
1372,1372,519637.0,ישיבת קול יעקב לצעיר,ביתר עילית,True,True,False,True,True,True
1373,1373,519660.0,ישיבה לצעירים ק. שמו,חיפה,True,True,False,True,True,True
1374,1374,519702.0,היכל אברהם,ביתר עילית,True,True,False,True,True,True
1375,1375,519736.0,עטרת יוסף שלום,מודיעין עילית,True,True,False,True,True,True
1376,1376,519900.0,ישיבת סקווירא,ירושלים,True,True,False,True,True,True
1377,1377,519918.0,מבקשי תורה,בית שמש,True,True,False,True,True,True
1378,1378,519926.0,היכל משה,בית שמש,True,True,False,True,True,True
1379,1379,519959.0,ישיבת עטרת מתתיהו,נתניה,True,True,False,True,True,True
1380,1380,520007.0,"עירוני מ""ב",תל אביב - יפו,True,False,False,False,False,False
1381,1381,520023.0,מסילות,בת ים,True,False,False,True,False,False
1382,1382,520056.0,אופק,הרצליה,True,False,False,True,True,False
1383,1383,520072.0,עמל,חולון,True,False,False,True,True,False
1384,1384,520098.0,"ממ""ד לבנים",הרצליה,True,True,True,True,True,True
1385,1385,520130.0,הצרי,תל אביב - יפו,True,False,False,True,True,False
1386,1386,520148.0,צוהר לטהר,ביתר עילית,True,False,False,True,True,False
1387,1387,520155.0,ישיבת הדרת מנחם,ביתר עילית,True,False,False,True,True,False
1388,1388,520171.0,אנוך,תל אביב - יפו,True,False,False,True,True,False
1389,1389,520205.0,ברושים,תל אביב - יפו,True,False,False,True,True,False
1390,1390,520221.0,ניב לחרשים,תל אביב - יפו,True,False,False,True,True,False
1391,1391,520262.0,"בי""ס בית אקשטיין",גבעתיים,True,False,False,True,True,False
1392,1392,520270.0,אלמנארה,ירושלים,True,False,False,True,True,False
1393,1393,520288.0,עירוני נווה צדק,תל אביב - יפו,True,False,False,True,True,False
1394,1394,520296.0,אורחות חיים,בני ברק,True,False,False,True,True,False
1395,1395,520304.0,בכרייה אלוין ב',ירושלים,True,False,False,True,True,False
1396,1396,520346.0,"בי""ס ללקויות למידה",נצרת,True,False,False,True,True,False
1397,1397,520353.0,"בי""ס ללקויות למידה",טמרה,True,False,False,True,True,False
1398,1398,520387.0,און,תל אביב - יפו,True,False,False,True,True,False
1399,1399,520395.0,דנה,תל אביב - יפו,True,False,False,False,True,False
1400,1400,520411.0,דרכי איש אוהל אשר,בית שמש,True,False,False,True,True,False
1401,1401,520502.0,עוז,חולון,True,False,False,True,True,False
1402,1402,520585.0,שחף,בת ים,True,False,False,True,True,False
1403,1403,520593.0,עציון מד,בני ברק,True,False,False,True,True,False
1404,1404,520601.0,"מרכז חינוכי ע""ש ויצמן",רמת גן,True,False,False,False,True,False
1405,1405,520619.0,יעד עמלני,בת ים,True,False,False,True,True,False
1406,1406,520627.0,עש-הרצפלד,חולון,True,False,False,True,True,False
1407,1407,520635.0,נתיב,תל אביב - יפו,True,False,False,True,True,False
1408,1408,520676.0,"תיכון באר עמ""י",באר טוביה,True,True,True,True,True,True
1409,1409,520767.0,דרכי חינוך,בני ברק,True,False,False,True,True,False
1410,1410,520858.0,"מרכז שיקום נוער ת""א",תל אביב - יפו,True,False,False,True,True,False
1411,1411,520874.0,עלה,בני ברק,True,False,False,True,True,False
1412,1412,520890.0,גיל,תל אביב - יפו,True,False,False,True,True,False
1413,1413,521112.0,בני יששכר,חדרה,True,True,False,True,True,True
1414,1414,521203.0,מעוף,פתח תקווה,True,False,False,True,True,False
1415,1415,521237.0,קיהילתי למצויינות בית ברל,בית ברל,True,True,True,True,True,True
1416,1416,521427.0,עתיד טכנולוגי דלית אל כרמל,דאלית אל-כרמל,True,True,False,True,True,True
1417,1417,521476.0,"אולפנת בנ""ע שירת הים",חלמיש,True,True,True,True,True,True
1418,1418,521898.0,המרכז לעיצוב ולטכנול,אריאל,True,True,False,False,True,True
1419,1419,522235.0,נחלת ירושלים,ירושלים,True,True,False,True,True,True
1420,1420,522367.0,אלאהליה אלשאמלה קלנס,קלנסווה,True,True,True,True,True,True
1421,1421,522482.0,אלמג'ד,ירושלים,True,False,False,True,True,False
1422,1422,523431.0,שבילי התורה,ירושלים,True,False,False,True,True,False
1423,1423,524157.0,יהוידע,גן יבנה,True,True,True,True,True,True
1424,1424,525089.0,אהל שרה מרכז שלמה,בני ברק,True,False,False,True,True,False
1425,1425,525113.0,אהל שרה בית חנוך בנו,בני ברק,True,False,False,True,True,False
1426,1426,525915.0,ונצואלה,תל אביב - יפו,True,False,False,True,True,False
1427,1427,525923.0,תיכונית רעים,חולון,True,False,False,True,True,False
1428,1428,526889.0,בית אקשטיין רמת גן,רמת גן,True,False,False,True,True,False
1429,1429,526921.0,שחר,בת ים,True,False,False,False,False,False
1430,1430,526970.0,אפיק,פתח תקווה,True,False,False,True,True,False
1431,1431,530287.0,מפתן אלון,תל אביב - יפו,True,True,False,True,True,True
1432,1432,530683.0,מפתן הרצליה,הרצליה,True,True,False,True,True,True
1433,1433,530741.0,בית שי,בני ברק,True,False,False,True,True,False
1434,1434,533208.0,"מרכז נוער ע""ש מצקין",תל אביב - יפו,True,True,True,True,True,True
1435,1435,540021.0,תיכון תלמה ילין,גבעתיים,True,True,True,True,True,True
1436,1436,540039.0,"מכללת אמי""ת תל-אביב",תל אביב - יפו,True,True,False,True,True,True
1437,1437,540047.0,משכנות אברהם,רמת גן,True,True,False,True,True,True
1438,1438,540062.0,גמנסיה עברית הרצליה,תל אביב - יפו,True,True,True,True,True,True
1439,1439,540070.0,"תיכון חדש ע""ש רבין",תל אביב - יפו,True,True,True,True,True,True
1440,1440,540088.0,עירוני י' אליאנס,תל אביב - יפו,True,True,True,True,True,True
1441,1441,540112.0,עירוני א' לאמנויות,תל אביב - יפו,True,True,True,True,True,True
1442,1442,540120.0,עירוני תורני ב' ג',תל אביב - יפו,True,True,True,True,True,True
1443,1443,540138.0,מעייני הישועה,בני ברק,True,False,False,False,True,False
1444,1444,540146.0,עירוני ד',תל אביב - יפו,True,True,True,True,True,True
1445,1445,540153.0,עירוני ה',תל אביב - יפו,True,True,True,True,True,True
1446,1446,540161.0,עירוני ו' מקיף,תל אביב - יפו,True,True,True,True,True,True
1447,1447,540179.0,קרית חינוך יפו,תל אביב - יפו,True,True,True,True,True,True
1448,1448,540187.0,תיכון ראשית עירוני ח,תל אביב - יפו,True,True,True,True,True,True
1449,1449,540195.0,עירוני ט',תל אביב - יפו,True,True,True,True,True,True
1450,1450,540203.0,תיכון אהל שם,רמת גן,True,True,True,True,True,True
1451,1451,540211.0,"עירוני ע""ש בליך",רמת גן,True,True,True,True,True,True
1452,1452,540237.0,תיכון בית יעקב,רמת גן,True,True,True,True,True,True
1453,1453,540245.0,תורה ודעת,בני ברק,True,False,False,False,True,False
1454,1454,540252.0,"אולפנת הרא""ה תורני מדעי",רמת גן,True,True,True,True,True,True
1455,1455,540278.0,מקור ברוך,בני ברק,True,True,False,True,True,True
1456,1456,540286.0,תיכון עש יצחק בן צבי,קרית אונו,True,True,True,True,True,True
1457,1457,540294.0,עירוני עש פנחס אילון,חולון,True,True,True,True,True,True
1458,1458,540302.0,עירוני דתי יבנה,חולון,True,True,True,True,True,True
1459,1459,540310.0,מקיף שש שנתי קוגל,חולון,True,True,True,True,True,True
1460,1460,540328.0,עירוני כללי הראשונים,הרצליה,True,True,True,True,True,True
1461,1461,540344.0,"תיכון ע""ש קלעי",גבעתיים,True,True,True,True,True,True
1462,1462,540351.0,עירוני א' חשמונאים,בת ים,True,True,True,True,True,True
1463,1463,540369.0,בית וגן דרכא,בת ים,True,True,True,True,True,True
1464,1464,540377.0,עירוני כללי,בני ברק,True,True,True,True,True,True
1465,1465,540385.0,אולפנת צביה בני ברק,בני ברק,True,True,True,True,True,True
1466,1466,540393.0,מוסדות חנוך אור חיים,בני ברק,True,True,False,True,True,True
1467,1467,540401.0,"בית יעקב ע""ש י' וולף",בני ברק,True,True,False,True,True,True
1468,1468,540427.0,שתילים,בני ברק,True,False,False,True,True,False
1469,1469,540435.0,"חט""ב זלמן ארן",חולון,True,False,False,False,False,False
1470,1470,540443.0,גמנסיה מודיעים,רמת גן,True,True,True,True,True,True
1471,1471,540450.0,הייטק היי,חולון,True,True,True,True,True,True
1472,1472,540468.0,מקיף חדש,ריינה,True,True,True,True,True,True
1473,1473,540476.0,ישיבת הרב עמיאל,תל אביב - יפו,True,True,True,True,True,True
1474,1474,540484.0,ישיבה תכונית בר אילן,תל אביב - יפו,True,True,True,True,True,True
1475,1475,540492.0,עירוני מקיף רמות,בת ים,True,True,True,True,True,True
1476,1476,540500.0,"ע""ש יצחק נבון מודיעין",מודיעין-מכבים-רעות,True,True,False,True,True,True
1477,1477,540518.0,עירוני יא',תל אביב - יפו,True,True,True,True,True,True
1478,1478,540526.0,ישיבת בית מדרש עליון,בני ברק,True,True,False,True,True,True
1479,1479,540534.0,תיכון מקיף רמת גן,רמת גן,True,True,True,True,True,True
1480,1480,540542.0,אולפנית הדר גנים,פתח תקווה,True,True,False,False,True,True
1481,1481,540567.0,ראס אל עמוד לבנים,ירושלים,True,True,False,True,True,True
1482,1482,540591.0,תיכון שמעון בן צבי,גבעתיים,True,True,True,True,True,True
1483,1483,540609.0,ישיבת סלבודקה כנסת י,בני ברק,True,True,False,True,True,True
1484,1484,540617.0,"חט""ב מוקייבלה",מוקייבלה,True,False,False,False,False,False
1485,1485,540625.0,שועפט בנים,ירושלים,True,True,False,False,False,True
1486,1486,540658.0,בית חנינא,ירושלים,True,True,False,True,True,True
1487,1487,540674.0,"ישיבת ב""ע אדרת",בת ים,True,True,True,True,True,True
1488,1488,540708.0,באר אברהם,בני ברק,True,True,False,True,True,True
1489,1489,540716.0,ישיבת שמו שמעון,תל אביב - יפו,True,True,False,True,True,True
1490,1490,540807.0,אנקורי,תל אביב - יפו,True,True,True,True,True,True
1491,1491,540849.0,ישיבה תיכונית,בני ברק,True,True,True,True,True,True
1492,1492,540856.0,תיכון בית יעקב וזניץ,בני ברק,True,True,False,True,True,True
1493,1493,540864.0,מקיף שש שנתי הרצוג,חולון,True,True,True,True,True,True
1494,1494,540898.0,"אולפנית בנ""ע תל אביב",תל אביב - יפו,True,True,True,True,True,True
1495,1495,540930.0,תיכון חסידי בית יעקב,בני ברק,True,True,False,True,True,True
1496,1496,540963.0,ישיבת אמרי אמת,בני ברק,True,True,False,True,True,True
1497,1497,540971.0,ישיבת בית ישראל,בני ברק,True,True,False,True,True,True
1498,1498,540989.0,מוסדות חסידי בעלזא,בני ברק,True,True,False,True,True,True
1499,1499,541037.0,בן גוריון,הרצליה,True,False,False,False,False,False
1500,1500,541045.0,"מקיף ע""ש יגאל אלון",רמת השרון,True,True,True,True,True,True
1501,1501,541052.0,ישיבת קרלין סטולין,בני ברק,True,True,True,True,True,True
1502,1502,541060.0,תיכון בית מלכה,בני ברק,True,True,False,True,True,True
1503,1503,541086.0,ישיבת בית מאיר,בני ברק,True,True,False,True,True,True
1504,1504,541094.0,נזר שראל,ראשון לציון,True,True,False,True,True,True
1505,1505,541102.0,ישיבת אור גאון,בני ברק,True,True,False,True,True,True
1506,1506,541110.0,מקיף שש שנתי ק. שרת,חולון,True,True,True,True,True,True
1507,1507,541128.0,מרכז מוסדות נדבורנה,בני ברק,True,True,False,True,True,True
1508,1508,541144.0,קנייני התורה,בני ברק,True,True,False,True,True,True
1509,1509,541151.0,ישיבת ויזניץ,בני ברק,True,True,False,True,True,True
1510,1510,541169.0,מקיף היובל,הרצליה,True,True,True,True,True,True
1511,1511,541177.0,ישיבת מגן הילד,בני ברק,True,True,False,True,True,True
1512,1512,541185.0,ישיבת תפארת משה,בני ברק,True,True,False,True,True,True
1513,1513,541201.0,ישיבת חזון נחום,בני ברק,True,True,False,True,True,True
1514,1514,541219.0,ישיבת מאור ישראל,בני ברק,True,True,False,True,True,True
1515,1515,541235.0,בית יעקב חסידי,בני ברק,True,True,False,True,True,True
1516,1516,541243.0,ישיבת ברכת אפרים,בני ברק,True,True,False,True,True,True
1517,1517,541268.0,תיכון אלון,רמת גן,True,True,True,True,True,True
1518,1518,541284.0,ישיבת גאון צבי,בני ברק,True,True,False,True,True,True
1519,1519,541334.0,ישיבת תפארת-מרדכי,בני ברק,True,True,False,True,True,True
1520,1520,541367.0,מקיף לאורו נלך,בני ברק,True,True,True,True,True,True
1521,1521,541391.0,ישיבת זכרון דוד,בני ברק,True,True,False,True,True,True
1522,1522,541409.0,חכמת שלמה,בני ברק,True,True,False,True,True,True
1523,1523,541441.0,ישיבה קטנה למצויינים,בני ברק,True,True,False,True,True,True
1524,1524,541458.0,ישיבת כנסת יששכר,בני ברק,True,True,False,True,True,True
1525,1525,541466.0,שירת חנה,תל אביב - יפו,True,True,True,True,True,True
1526,1526,541474.0,סמינר הרב מאיר,בני ברק,True,True,False,True,True,True
1527,1527,541482.0,סמינר לבנות אלקיים,בני ברק,True,True,False,True,True,True
1528,1528,541490.0,סמינר תהילה,בני ברק,True,True,False,True,True,True
1529,1529,541508.0,סמינר הרב כהנא,בני ברק,True,True,False,True,True,True
1530,1530,541532.0,תיכון טומשין חולון,חולון,True,True,True,True,True,True
1531,1531,541540.0,ישיבת בית רבי שמעיה,בני ברק,True,True,False,True,True,True
1532,1532,541565.0,ישיבת בית מנחם,בני ברק,True,True,False,True,True,True
1533,1533,541573.0,ישיבת משכנות הרועים,בני ברק,True,True,False,True,True,True
1534,1534,541581.0,הפתוח הדמוקרטי,תל אביב - יפו,True,True,True,True,True,True
1535,1535,541599.0,שיח יצחק,בני ברק,True,True,False,True,True,True
1536,1536,541623.0,ישיבת קול יהודה,בני ברק,True,True,False,True,True,True
1537,1537,541631.0,ישיבת חסידי דאראג,בני ברק,True,True,False,True,True,True
1538,1538,541656.0,אור חנה,אור יהודה,True,True,True,True,True,True
1539,1539,541672.0,ישיבה לצעירים,בני ברק,True,True,False,True,True,True
1540,1540,541680.0,סמינר עטרת רחל,בני ברק,True,True,True,True,True,True
1541,1541,541722.0,ישיבת משכן התורה,בני ברק,True,True,False,True,True,True
1542,1542,541748.0,ישיבת אורחות תורה,בני ברק,True,True,False,True,True,True
1543,1543,541771.0,אור אברהם,בני ברק,True,True,False,True,True,True
1544,1544,541789.0,אהל חנה,קרית אונו,True,True,True,True,True,True
1545,1545,541805.0,מרום,רמת השרון,True,True,True,True,True,True
1546,1546,541839.0,שער שמעון,תל אביב - יפו,True,True,True,True,True,True
1547,1547,541847.0,ישיבת חזון נחום,בני ברק,True,True,False,True,True,True
1548,1548,541854.0,ישיבת חזון נחום,בני ברק,True,True,False,True,True,True
1549,1549,541862.0,מ.חינוך בית וינשטיין,בני ברק,True,True,True,True,True,True
1550,1550,541896.0,ישיבת פוניבז',בני ברק,True,True,False,True,True,True
1551,1551,541912.0,מוסדות תורה ושלום,בני ברק,True,True,False,True,True,True
1552,1552,541920.0,בית דוד,חולון,True,True,True,True,True,True
1553,1553,541979.0,תיכון יעדים,אור יהודה,True,True,True,True,True,True
1554,1554,541987.0,ישיבת חכמי לובלין,בני ברק,True,True,False,True,True,True
1555,1555,542019.0,בני ציון,בת ים,True,True,False,True,True,True
1556,1556,542027.0,תיכון בית יעקב,אור יהודה,True,True,True,True,True,True
1557,1557,542035.0,"מוזות-בי""ס תיכון לאומניות",תל אביב - יפו,True,True,True,True,True,True
1558,1558,542050.0,חכמת שלמה דבאבוב,בני ברק,True,True,False,True,True,True
1559,1559,542076.0,תיכון ז'קלין כהנוב,בת ים,True,True,True,True,True,True
1560,1560,542084.0,ישיבת דברי מרדכי,בני ברק,True,True,False,True,True,True
1561,1561,542092.0,ריימונד לאוואן,מקווה ישראל,True,True,True,True,True,True
1562,1562,542282.0,חטב שזר,קרית אונו,True,False,False,False,False,False
1563,1563,544031.0,ישיבת הישוב החדש,תל אביב - יפו,True,False,False,False,False,False
1564,1564,544056.0,"ממ""ד לטכנולוגיה ולאומנויות",תל אביב - יפו,True,False,False,True,True,False
1565,1565,544072.0,חטב עלומים,רמת השרון,True,False,False,False,False,False
1566,1566,544080.0,"חט""ב ע""ש קלמן",רמת השרון,True,False,False,False,False,False
1567,1567,544122.0,יד-גיורא,הרצליה,True,False,False,False,False,False
1568,1568,544130.0,שמואל הנגיד,הרצליה,True,False,False,False,False,False
1569,1569,544148.0,רעות,הרצליה,True,False,False,False,False,False
1570,1570,544155.0,"חט""ב בן צבי",קרית אונו,True,False,False,False,False,False
1571,1571,544163.0,"חט""ב גורדון",תל אביב - יפו,True,False,False,False,False,False
1572,1572,544171.0,זאב זבוטינסקי,הרצליה,True,False,False,False,False,False
1573,1573,544189.0,ישיבת נתיבות חיים,בני ברק,True,True,False,True,True,True
1574,1574,544197.0,ישיבת משך חוכמה,בני ברק,True,True,False,True,True,True
1575,1575,544205.0,ישיבת זכרון סיני,בני ברק,True,True,False,True,True,True
1576,1576,544239.0,ישיבת אלכסנדר,בני ברק,True,True,False,True,True,True
1577,1577,544247.0,ישיבת בית יוסף,בני ברק,True,True,False,True,True,True
1578,1578,544254.0,ישיבת משכן שמעון,בני ברק,True,True,False,True,True,True
1579,1579,544270.0,ישיבת בית שפירא,בני ברק,True,True,False,True,True,True
1580,1580,544288.0,סמדר,הרצליה,True,False,False,False,False,False
1581,1581,544312.0,אולפנת צביה הרצליה,הרצליה,True,True,True,True,True,True
1582,1582,544346.0,ישיבת דרכי משה-אברהם,בני ברק,True,True,False,True,True,True
1583,1583,544353.0,מקיף אפרים קציר,חולון,True,True,True,True,True,True
1584,1584,544361.0,ישיבת אבשלום,בני ברק,True,True,False,True,True,True
1585,1585,544379.0,ישיבת תפארת ציון,בני ברק,True,True,False,True,True,True
1586,1586,544387.0,ישיבת פאר משה,פתח תקווה,True,True,False,True,True,True
1587,1587,544395.0,עתיד רזיאל,הרצליה,True,True,True,True,True,True
1588,1588,544478.0,נתיבות רבקה,בת ים,True,True,True,True,True,True
1589,1589,544494.0,ישיבה תיכונית בנים,רמת גן,True,True,True,True,True,True
1590,1590,544528.0,"מקיף ע""ש יצחק נבון",חולון,True,True,True,True,True,True
1591,1591,544577.0,"חט""ב עירוני ב-ג בנות",תל אביב - יפו,True,False,False,False,False,False
1592,1592,544593.0,"עתידים ע""ש מ. אלישיב",חולון,True,True,True,True,True,True
1593,1593,544619.0,"בי""ס לאמנויות",תל אביב - יפו,True,False,False,False,False,False
1594,1594,544627.0,ביס לטבע סביבה וחברה,תל אביב - יפו,True,False,False,False,False,False
1595,1595,544635.0,"חט""ב ביה""ס הפתוח",תל אביב - יפו,True,False,False,False,False,False
1596,1596,544668.0,אולפנת צביה בת ים,בת ים,True,True,True,True,True,True
1597,1597,544676.0,"חט""ב רבין אזור",אזור,True,False,False,False,False,False
1598,1598,544692.0,"ק.חינוך בנ""ע חולון",חולון,True,True,True,True,True,True
1599,1599,544700.0,יחד,חולון,True,False,False,False,False,False
1600,1600,547042.0,תיכון טרה סנטה יפו,תל אביב - יפו,True,True,True,True,True,True
1601,1601,548016.0,עירוני יב',תל אביב - יפו,True,True,True,True,True,True
1602,1602,548024.0,תיכון פרר,תל אביב - יפו,True,False,False,True,True,True
1603,1603,548032.0,מרכז חינוך יפו,תל אביב - יפו,True,True,False,True,True,True
1604,1604,548040.0,תיכון סנט מיכאל,תל אביב - יפו,True,True,True,True,True,True
1605,1605,548404.0,אג'יאל,תל אביב - יפו,True,True,True,True,True,True
1606,1606,550004.0,חלוצי דרור,בני נצרים,True,True,True,True,True,True
1607,1607,560045.0,סמינר בית יעקב החדש,בני ברק,True,True,True,True,True,True
1608,1608,560094.0,תיכון תל אביב,תל אביב - יפו,True,True,True,True,True,True
1609,1609,560102.0,ישיבת קול רפאל,בת ים,True,True,False,True,True,True
1610,1610,560110.0,קהילה,תל אביב - יפו,True,True,False,True,True,True
1611,1611,560136.0,זומר,רמת גן,True,True,True,True,True,True
1612,1612,560169.0,דרכי שלמה,בני ברק,True,True,False,True,True,True
1613,1613,560177.0,בס תכון אבו טור בנות,ירושלים,True,True,False,True,True,True
1614,1614,560219.0,סמינר גור בית שמש,בית שמש,True,True,False,True,True,True
1615,1615,560227.0,ישיבת רכסים הקטנה,ירושלים,True,True,False,True,True,True
1616,1616,560250.0,אור משה,בית שמש,True,True,False,True,True,True
1617,1617,560268.0,סמינר ב.יעקב תל ציון,כוכב יעקב,True,True,True,True,True,True
1618,1618,560300.0,בית יעקב דרכי רחל,ביתר עילית,True,True,False,True,True,True
1619,1619,560318.0,תורת הנחל,בית שמש,True,True,False,True,True,True
1620,1620,560342.0,סמינר תורני בית יעקב,בני ברק,True,True,True,True,True,True
1621,1621,560359.0,סמינר ב.יעקב אור שרה,בית שמש,True,True,False,True,True,True
1622,1622,560383.0,"ב""ס יסודי סווא רבינא",ירושלים,True,False,False,True,True,True
1623,1623,560391.0,על יסודי בנים יד משה,בית שמש,True,True,False,True,True,True
1624,1624,560433.0,שערי תלמוד,ביתר עילית,True,True,False,True,True,True
1625,1625,560441.0,חדוות התורה-ישיבת אמ,ירושלים,True,True,True,True,True,True
