school,city,average badget,per student
384180,רכסים,729503.434,16068.35758
475848,בני ברק,725821.4875,76402.26184
361386,ירושלים,724810.1918,6649.634787
182931,ירושלים,724440.2483,7407.364502
722025,ירושלים,722089.6867,7906.09146
544189,בני ברק,721955.4106,7427.524801
442681,מודיעין עילית,718051.0972,7558.432602
560490,מודיעין עילית,717825.344,6124.789625
366898,ירושלים,717337.3111,6831.783916
160184,ירושלים,717221.0813,8339.780015
144147,ירושלים,716358.8057,7477.649329
715276,ירושלים,711493.3733,6133.563563
366971,ירושלים,710572.358,7417.247996
640722,אשדוד,710414.6059,7525.578452
364786,ירושלים,709004.38,5859.540331
740688,ביתר עילית,706986.46,11222.0073
640995,אשדוד,704164.6868,7055.758385
141796,ירושלים,697664.7067,7501.771039
540526,בני ברק,694471.3611,5529.230582
344341,חיפה,692945.7852,6714.590942
441055,פתח תקוה,690412.6064,7757.445016
442327,רחובות,690023.7601,14681.3566
340521,חדרה,688037.0503,7304.002657
733824,בית שמש,683512.69,7679.917865
660290,באר שבע,678508.45,12188.77455
141572,ירושלים,671097.973,7626.113329
729087,רחובות,664977.885,7777.519123
460741,אלעד,663324.738,7503.673507
732024,ירושלים,660431.4,7420.577528
560433,ביתר עילית,653892.648,7603.402884
141911,ירושלים,649776.2017,7300.856199
548040,תל אביב-יפו,649368.3434,17362.78993
719765,ירושלים,644954.4333,6603.62901
719799,אלעד,644499.5367,7582.34749
722140,ביתר עילית,643492.22,7570.496706
541458,בני ברק,643256.9222,7445.103266
373167,ירושלים,641456.1769,7390.04812
141416,ירושלים,637550.1206,7465.458087
522235,ירושלים,636501.7767,13639.32379
716779,בני ברק,635431.89,7625.18268
440461,ירושלים,633432.5132,7143.975712
140780,ירושלים,633374.1364,6738.022728
148130,ירושלים,633162.4349,7740.372065
541987,בני ברק,631517.4214,7447.139403
140947,ירושלים,630035.746,7360.230678
519629,ירושלים,626457.775,7118.838352
519702,ביתר עילית,624127.52,6783.994783
166488,ירושלים,623779.4155,6524.889284
475780,ירושלים,623650.005,77956.25063
770719,נתיבות,621543.4548,6845.192234
141457,ירושלים,619144.9331,7423.800157
340588,רכסים,613692.3667,7053.935249
346072,בית שמש,613215.0712,8760.215303
541722,בני ברק,611193.5776,7508.520609
370882,מודיעין עילית,608893.9661,7554.515709
499699,קרית אונו,608320.4,16712.0989
544197,בני ברק,604095.0542,7331.250658
771121,תל אביב-יפו,604067.7292,7420.979475
521898,אריאל,603213.3233,15335.93195
284307,ירושלים,602877.4722,7554.855542
442145,באר יעקב,602706.1542,7440.816719
640748,אשדוד,598833.7006,6224.882542
140798,ירושלים,598278.1828,7331.840476
541144,בני ברק,592043.4673,7437.732002
288159,ירושלים,589430.7742,6885.873531
460386,מודיעין עילית,588181.1268,7483.220442
244418,טבריה,587770.1068,7440.127934
442764,ירושלים,586650.8413,7260.530214
362202,ירושלים,584496.7976,7532.175226
373209,ירושלים,584439.0632,7454.579887
710418,ירושלים,584301.95,10433.96339
360560,ירושלים,583688.0778,7351.235237
141713,ירושלים,583041.2936,7269.841566
360578,ירושלים,581242.9907,7451.833214
741348,ביתר עילית,580786.05,22337.925
729863,אלעד,580596.25,7589.493464
160523,ירושלים,576312.4191,7623.180146
460311,ירושלים,572598.5001,7104.199753
444471,רחובות,570131.9759,7442.976186
541409,בני ברק,568879.3553,7564.885044
160127,ירושלים,568249.0986,7731.280254
373159,ירושלים,567343.3432,6280.553614
641092,חוף אשקלון,567246.2327,7386.018655
729178,ירושלים,566997.915,7767.094726
519637,ביתר עילית,564830.2333,7431.976754
140996,ירושלים,564821.1386,7412.350901
728717,בית שמש,563088.21,7507.8428
234054,מודיעין עילית,559481.7234,7560.56383
440644,ביתר עילית,558118.7163,7267.170785
362640,מודיעין עילית,552350.1048,7779.578941
541441,בני ברק,551491.6166,7575.434294
520007,תל אביב-יפו,550485.3485,17420.42242
560110,תל אביב-יפו,550365.3557,13166.6353
240648,מגדל העמק,549790.7,7449.738482
660217,נתיבות,546965.7991,8262.32325
244509,טבריה,545233.1459,7289.21318
499590,מודיעין עילית,541930.258,7423.702164
346445,בית שמש,539695.223,7352.795953
644252,אשדוד,537017.7793,7396.939109
343970,ירושלים,536787.1524,9006.495846
340604,חיפה,536173.2393,18113.96079
560169,בני ברק,532805.586,6830.840846
728980,בית שמש,532092.23,7601.317571
541318,בני ברק,527823.3309,7230.456588
739045,פרדס חנה-כרכור,523906.31,26195.3155
718932,אלעד,523757.895,7702.321985
660001,רהט,523729.8724,12323.05582
733451,מודיעין עילית,523366.29,7585.018696
141267,ירושלים,518887.3914,7541.967899
144071,ירושלים,518149.3939,5656.652772
544361,בני ברק,518131.2729,7380.787364
641217,אשדוד,517794.2706,7171.665798
540690,תל אביב-יפו,517272.7873,26871.31363
140582,ירושלים,516875.5496,7512.726011
499939,ביתר עילית,516485.9625,7512.523091
361550,אלעד,515279.9782,6963.242949
540971,בני ברק,515249.9703,7599.557085
460451,ירושלים,512842.5692,7202.845073
342329,מודיעין עילית,512094.6886,7132.238003
440008,בני ברק,507438.5412,7506.487295
560367,ירושלים,506239.8033,6408.098776
872531,חיפה,503299.1633,21569.96414
544247,בני ברק,501547.0419,7692.439293
234047,מודיעין עילית,500592.7026,7797.394121
722512,בית שמש,499091.905,14679.17368
344531,קרית אתא,498037.5264,7433.395917
370825,חדרה,497581.22,9447.744684
242610,אלעד,496921.5322,7692.283781
729020,ביתר עילית,496891.55,7098.450714
142158,ירושלים,496595.0285,7217.950996
560318,בית שמש,494503.3441,6792.628353
722017,מטה בנימין,493246.1,8887.317117
141085,ירושלים,492905.8448,6550.243784
141242,ירושלים,492893.6187,7490.784479
362475,בני ברק,491482.4484,7446.703763
346098,ירושלים,490879.3974,7528.825113
244236,כרמיאל,490877.4147,7437.536586
357491,חדרה,487292.8988,14546.05668
214601,גולן,484615.7225,12554.81146
519546,יבנאל,483061.1567,7667.637407
141358,הר חברון,480405.0755,7529.860118
190108,מודיעין עילית,479660.0206,7736.451945
440776,ירושלים,477042.0833,7492.807592
713685,מצפה רמון,476237.0133,6739.203019
560607,בני ברק,476215.3221,5893.753986
541078,בני ברק,475239.6917,11052.08585
368084,ירושלים,475135.5138,8998.778671
499814,ירושלים,474414.8201,5915.396759
721969,אור עקיבא,473979.69,7523.487143
168393,ירושלים,473557.5174,6522.830818
460717,בית שמש,473419.9284,7305.863093
644260,אשדוד,471518.324,7209.760305
460360,פתח תקוה,468288.4634,7528.753431
144170,ירושלים,467663.6093,6336.905275
441345,רחובות,467580.1789,7715.844536
560557,מודיעין עילית,466396.122,6388.987973
732081,ירושלים,463292.94,7182.836279
722124,אלעד,462392.2533,7378.599787
734954,ירושלים,461409.33,21971.87286
727099,ירושלים,460212.625,7734.665966
499905,ירושלים,453939.73,3095.043614
804237,בית שמש,452690.9467,6287.374259
460147,ירושלים,452366.4586,7564.656498
519579,רכסים,451586.3625,7254.399398
728808,רכסים,451356.705,7650.113644
541177,בני ברק,450323.683,7334.261938
728832,ירושלים,449192.02,7613.424068
442863,ירושלים,446157.8996,7059.460437
240747,נהריה,443008.4474,7508.617753
610451,מרחבים,442799.5053,7056.565822
167262,ירושלים,442677.0405,6789.525162
366856,בית שמש,441411.0415,11128.00945
476549,ירושלים,438970.4333,7196.236612
140574,ירושלים,437914.5335,7155.466234
160556,ירושלים,437877.0737,7062.533447
344119,בני ברק,437385.2865,6413.273996
740753,באר יעקב,437292.76,10411.73238
362244,מודיעין עילית,436439.572,7039.347936
141234,ירושלים,434835.4793,7247.257988
641159,נתיבות,431753.8821,7878.720476
499772,בני ברק,430023.3781,6782.703124
719575,מודיעין עילית,426822.2833,7807.724695
541771,בני ברק,424175.3635,7415.653208
338277,ירושלים,422602.1582,6582.588135
460329,ירושלים,421280.8744,8024.397608
508275,קרית גת,420898.424,7307.264306
544254,בני ברק,419871.3954,7689.952297
234039,ירושלים,419851.2564,7365.811515
240770,צפת,417534.6932,7536.727313
541623,בני ברק,413672.0446,6917.592718
742544,אלעד,412748.37,10318.70925
733527,מטה יהודה,412555.67,7237.818772
160515,ירושלים,411802.3013,10167.95806
460485,ירושלים,411421.7105,6329.564777
499863,נתיבות,409377.41,7277.820622
372938,ירושלים,407042.9283,7172.562612
540708,בני ברק,405404.2242,6434.987685
440222,נחל שורק,396175.7686,6348.970651
724062,מודיעין עילית,394749.465,7519.037429
361261,ירושלים,393878.6981,7545.568929
190116,ירושלים,393251.2187,6665.274894
440636,ירושלים,390284.5839,7774.593305
384115,אור עקיבא,387216.9167,6833.239706
519926,בית שמש,383514.6467,6889.484671
724377,בני ברק,383196.3,6904.437838
197715,ירושלים,382488.55,7968.511458
560664,בני ברק,382363.9275,7571.562921
728774,פתח תקוה,380188.3,6389.719328
735845,בני ברק,379607.79,8076.761489
541540,בני ברק,377794.6731,6674.817545
240614,טבריה,377400.2999,7400.00588
362236,אשדוד,377110.0551,7088.534871
544387,פתח תקוה,372117.5174,7532.743268
660043,אשקלון,371268.1145,7485.244244
460683,בית שמש,370539.8713,13233.56683
361477,ירושלים,367490.8885,6609.548354
519405,בני ברק,366238.37,7629.966042
176156,ירושלים,363858.9314,11195.65943
615344,שדרות,362726.4388,13951.01688
499988,מודיעין עילית,360886.06,7290.627475
,,,
442335,רחובות,358310.1418,7527.523986
729566,שדות נגב עזתה,353266.33,7209.516939
729038,בית שמש,352611.1,7346.064583
560227,ירושלים,351881.125,7218.074359
362160,בית שמש,351484.8864,7100.704776
541763,בת ים,347229.9056,11574.33019
519595,אשדוד,347081.0525,7384.703245
346510,מטה יהודה,345329.6815,6188.70397
190090,ביתר עילית,344072.0927,8001.676574
519918,בית שמש,343554.6833,7157.389236
142216,בית שמש,341052.5433,7894.734799
163824,ירושלים,339139.3173,6521.909947
142083,ירושלים,338385.1045,6609.084073
542019,בת ים,337290.3883,6665.81795
715409,ביתר עילית,336474.2033,7422.225074
739078,רכסים,331028.74,6755.688571
440651,ביתר עילית,330564.2174,7411.753753
141630,ירושלים,327743.4284,7448.714282
728733,בית שמש,327253.595,6747.496804
144360,קרית יערים,324210.298,7539.774373
519959,נתניה,322968.895,7424.572299
722033,ירושלים,318643.5467,5195.275217
641019,באר שבע,315491.7441,7337.017306
560102,בת ים,314341.5234,7048.01622
718999,יבנה,310543.245,23887.94192
442756,פתח תקוה,304693.5548,7342.013368
346502,בית שמש,303302.9087,6680.680809
729210,ירושלים,296418.1,5700.348077
734301,אשדוד,294578.84,11783.1536
346478,ירושלים,294212.0637,7118.0338
560375,מודיעין עילית,293607.8335,6775.565388
739185,בית שמש,293403.29,7335.08225
519660,חיפה,293368.405,7427.048228
441774,שדות דן,292059.5988,7936.402142
660308,באר שבע,282705.2,6929.04902
460162,כרמיאל,280917.1252,8213.95103
344226,חיפה,279348.5425,6715.109196
728816,בני ברק,278209.18,7418.911467
722009,אשדוד,274093.36,7475.273455
719047,ירושלים,272219.915,4355.51864
740381,נחל שורק,271245.5,6781.1375
213033,צפת,269071.6013,7432.917163
456939,ירושלים,268212.632,6606.222463
560698,ירושלים,266525.8767,3331.573458
640854,דימונה,264431.2972,7512.252762
499632,ירושלים,263122.93,7308.970278
338160,ירושלים,261784.6655,7654.522382
641100,נתיבות,260112.3315,7327.107929
740779,ירושלים,258139.26,14341.07
141259,ירושלים,257887.3274,7033.290747
715797,אלעד,254921.29,7571.919505
521112,חדרה,253759.0175,6189.244329
144188,ירושלים,249605.3861,7131.582459
731786,אופקים,249127.86,13111.99263
541359,בני ברק,247303.0227,7015.688587
460709,ירושלים,245637.5381,6823.264947
247411,ירושלים,239548.0951,8375.807521
460675,ירושלים,238908.5529,8238.225963
441675,נחל שורק,238699.6518,6952.417042
440230,יבנה,236892.1982,7741.575105
340802,חיפה,236232.2575,6598.666411
660050,אופקים,233232.128,8042.487172
141481,ירושלים,230812.5147,6483.497604
728865,ירושלים,229417.11,6037.292368
641282,פתח תקוה,227607.7049,4991.397038
742379,בני ברק,224991.64,4166.511852
361881,מטה יהודה,219038.6003,6519.005962
248799,סח'נין,214487.5813,10724.37907
727271,ירושלים,210197.05,6780.55
171017,ירושלים,205965.3316,27100.70153
610691,רמת נגב,202960,6547.096775
741157,תל אביב-יפו,197007.67,10944.87056
742189,רחובות,189855.15,9040.721429
722116,אלעד,183581.49,7246.637763
724864,ביתר עילית,176459.79,14116.7832
338111,ירושלים,175256.1882,6490.969934
331033,ירושלים,173159.0545,6659.963634
519686,בית שמש,171964.17,6699.902727
540047,רמת גן,167382.591,6695.303641
720987,צפת,162727.48,5811.695714
560649,טבריה,155416.69,6613.47617
728873,ירושלים,151723.41,4597.679091
473215,ראשון לציון,150396.755,5013.225167
366880,ירושלים,144876.0781,7873.699898
734061,חצור הגלילית,139283.12,6632.529524
739052,פתח תקוה,133620.99,7032.683684
660118,רהט,133174.44,7398.58
560235,ירושלים,121793.7484,4971.173404
441105,חבל מודיעין,120048.2286,24009.64573
736256,מטה בנימין,119483.09,7467.693125
736975,בני ברק,119483.09,7467.693125
544205,בני ברק,111038.5173,8541.424407
739029,קרית גת,106318.15,4089.159615
660316,נתיבות,105408.77,3634.785172
442707,ירושלים,92827.09333,7140.545641
141788,ירושלים,91541.10116,8321.918287
499822,אלעד,86053.77333,1633.932405
540716,תל אביב-יפו,81198.21608,5970.457064
739011,בית שמש,78326.21,1566.5242
444711,באר יעקב,75524.69644,7706.601678
900076,חבל מודיעין,69783.16551,373.971948
,,,
540096,בני ברק,64804.78031,8452.797432
508283,ירושלים,59889.65,7486.20625
454330,ביתר עילית,56795.2488,2641.639479
900126,ראשון לציון,28007.99429,149.2963448
410159,ראשון לציון,27565.19958,7875.771309
366872,ירושלים,24102.67019,24102.67019
,,,
530006,ירושלים,22461.335,898.4534
521187,ירושלים,20647.68,503.6019512
660241,קרית מלאכי,20121.105,649.0679032
142323,ירושלים,17112.83077,566.6500256
560672,ירושלים,14262.105,432.185
378125,ירושלים,7011.210276,49.51419686
,,,
363150,ירושלים,1100.19574,22.45297428
961011,מטה יהודה,967.9066667,22.33630769
166538,ירושלים,572.6,16.84117647
